,0
0,25.6783334347266
1,25.669925941905348
2,25.698088268464744
3,25.691836746050768
4,25.682125509987404
5,25.68305013471972
6,25.717649858655545
7,25.688818820323696
8,25.679182620662473
9,25.693791835397416
10,25.687497429078284
11,25.668509668004514
12,25.693677485713696
13,25.68975647975518
14,25.690345107887943
15,25.678448482613184
16,25.70882979735
17,25.687403169873217
18,25.70602836309889
19,25.693677485713696
20,25.60811018912115
21,25.683896164705985
22,25.70377406575605
23,25.6816882265441
24,25.682125509987404
25,25.668306413674358
26,25.679182620662473
27,25.70959952710931
28,25.69537299694738
29,25.68268843253919
30,25.691488913212083
31,25.693473250630312
32,25.72706264260631
33,25.687497429078284
34,25.618840800095924
35,25.67446127325461
36,25.68633744288107
37,25.69968182001545
38,25.698088268464744
39,25.687497429078284
40,25.689721836396096
41,25.687497429078284
42,25.679182620662473
43,25.650213760652868
44,25.682125509987404
45,25.669925941905348
46,25.688818820323696
47,25.665712967954434
48,25.68633744288107
49,25.6783334347266
50,25.683896164705985
51,25.6783334347266
52,25.666977057669946
53,25.6783334347266
54,25.682125509987404
55,25.698088268464744
56,25.683896164705985
57,25.691488913212083
58,25.68633744288107
59,25.68881132274693
60,25.687838718120236
61,25.691836746050768
62,25.689721836396096
63,25.687497429078284
64,25.669925941905348
65,25.635923707415678
66,25.688818820323696
67,25.68975647975518
68,25.692228177347655
69,25.698865174765285
70,25.69879854731507
71,25.669925941905348
72,25.668306413674358
73,25.682125509987404
74,25.6783334347266
75,25.68305013471972
76,25.66181178749282
77,25.68633744288107
78,25.635923707415678
79,25.668138857106275
80,25.691488913212083
81,25.682125509987404
82,25.684620343621138
83,25.68881132274693
84,25.682125509987404
85,25.678448482613184
86,25.68963840640606
87,25.68975647975518
88,25.6783334347266
89,25.668138857106275
90,25.692846251199047
91,25.684935233211377
92,25.66528981974615
93,25.68881132274693
94,25.68305013471972
95,25.68633744288107
96,25.68975647975518
97,25.682125509987404
98,25.669925941905348
99,25.689721836396096
100,25.68305013471972
101,25.698088268464744
102,25.693677485713696
103,25.69879854731507
104,25.692228177347655
105,25.72220333357266
106,25.63916635289791
107,25.72220333357266
108,25.431807814616704
109,25.66528981974615
110,25.704019975646055
111,25.67491499083759
112,25.66528981974615
113,25.68872831922961
114,25.683896164705985
115,25.745349194640056
116,25.66528981974615
117,25.693677485713696
118,25.693791835397416
119,25.665712967954434
120,25.66528981974615
121,25.691488913212083
122,25.687497429078284
123,25.69879854731507
124,25.683896164705985
125,25.663138609054727
126,25.684935233211377
127,25.69968182001545
128,25.74738065258542
129,25.68872831922961
130,25.693677485713696
131,25.713462451174856
132,25.687403169873217
133,25.683896164705985
134,25.685967158165443
135,25.683896164705985
136,25.667839929478877
137,25.722886042840866
138,25.687497429078284
139,25.68975647975518
140,25.68305013471972
141,25.685967158165443
142,25.685967158165443
143,25.682125509987404
144,25.698088268464744
145,25.692565979573324
146,25.687497429078284
147,25.66925193431491
148,25.669925941905348
149,25.687497429078284
150,25.66528981974615
151,25.66528981974615
152,25.690345107887943
153,25.6783334347266
154,25.696294571788048
155,25.682125509987404
156,25.747095881278998
157,25.685967158165443
158,25.669925941905348
159,25.669925941905348
160,25.66528981974615
161,25.69879854731507
162,25.687403169873217
163,25.684935233211377
164,25.68305013471972
165,25.689057725335182
166,25.698088268464744
167,25.6783334347266
168,25.66528981974615
169,25.66528981974615
170,25.687403169873217
171,25.669925941905348
172,25.68881132274693
173,25.652956199882478
174,25.723726874898038
175,25.683896164705985
176,25.689721836396096
177,25.669925941905348
178,25.68305013471972
179,25.665712967954434
180,25.687497429078284
181,25.686275409764477
182,25.690345107887943
183,25.68872831922961
184,25.731939332520355
185,25.691488913212083
186,25.6783334347266
187,25.6783334347266
188,25.682125509987404
189,25.591926287923826
190,25.668138857106275
191,25.665712967954434
192,25.686084568782867
193,25.685967158165443
194,25.684935233211377
195,25.68975647975518
196,25.687497429078284
197,25.69879854731507
198,25.66528981974615
199,25.68872831922961
200,25.682125509987404
201,25.730454303871976
202,25.68305013471972
203,25.692846251199047
204,25.685967158165443
205,25.685967158165443
206,25.679182620662473
207,25.68633744288107
208,25.66528981974615
209,25.66528981974615
210,25.725586633487232
211,25.668138857106275
212,25.687403169873217
213,25.686275409764477
214,25.73522686094776
215,25.682125509987404
216,25.713462451174856
217,25.710768931887742
218,25.696294571788048
219,25.687403169873217
220,25.683896164705985
221,25.694810869767007
222,25.687403169873217
223,25.678448482613184
224,25.683896164705985
225,25.68872831922961
226,25.689721836396096
227,25.678448482613184
228,25.62634695159556
229,25.682125509987404
230,25.679182620662473
231,25.690345107887943
232,25.937136948916677
233,25.62634695159556
234,25.682125509987404
235,25.6816882265441
236,25.747095881278998
237,25.68633744288107
238,25.689721836396096
239,25.6816882265441
240,25.678448482613184
241,25.691488913212083
242,25.669925941905348
243,25.69879854731507
244,25.687497429078284
245,25.68305013471972
246,25.678448482613184
247,25.736561673073435
248,25.68305013471972
249,25.68872831922961
250,25.669925941905348
251,25.694810869767007
252,25.669925941905348
253,25.68633744288107
254,25.693791835397416
255,25.702071534739698
256,25.687497429078284
257,25.66181178749282
258,25.679182620662473
259,25.68872831922961
260,25.68633744288107
261,25.68633744288107
262,25.722886042840866
263,25.689721836396096
264,25.693677485713696
265,25.669925941905348
266,25.684935233211377
267,25.68305013471972
268,25.937136948916677
269,25.684935233211377
270,25.685967158165443
271,25.678448482613184
272,25.688795540835937
273,25.669925941905348
274,25.751317791827542
275,25.68305013471972
276,25.635923707415678
277,25.683896164705985
278,25.690345107887943
279,25.691836746050768
280,25.693677485713696
281,25.693677485713696
282,25.678448482613184
283,25.687497429078284
284,25.691488913212083
285,25.679182620662473
286,25.669925941905348
287,25.72220333357266
288,25.68975647975518
289,25.692846251199047
290,25.69879854731507
291,25.678448482613184
292,25.66528981974615
293,25.68305013471972
294,25.669925941905348
295,25.690024612104153
296,25.68305013471972
297,25.682125509987404
298,25.69894085706008
299,25.68633744288107
300,25.669925941905348
301,25.6783334347266
302,25.68633744288107
303,25.682125509987404
304,25.687497429078284
305,25.7139564115124
306,25.72220333357266
307,25.68305013471972
308,25.683896164705985
309,25.69894085706008
310,25.698088268464744
311,25.68305013471972
312,25.6783334347266
313,25.687497429078284
314,25.730454303871976
315,25.68305013471972
316,25.678448482613184
317,25.689721836396096
318,25.678448482613184
319,25.685967158165443
320,25.68633744288107
321,25.693791835397416
322,25.747095881278998
323,25.6783334347266
324,25.685967158165443
325,25.669925941905348
326,25.709946359015497
327,25.68881132274693
328,25.66528981974615
329,25.689057725335182
330,25.690345107887943
331,25.57796186228143
332,25.684935233211377
333,25.6783334347266
334,25.686275409764477
335,25.681379684491574
336,25.68633744288107
337,25.691488913212083
338,25.685967158165443
339,25.691488913212083
340,25.68872831922961
341,25.669925941905348
342,25.6816882265441
343,25.68633744288107
344,25.693677485713696
345,25.669925941905348
346,25.693677485713696
347,25.6783334347266
348,25.687497429078284
349,25.689721836396096
350,25.669925941905348
351,25.710768931887742
352,25.693677485713696
353,25.682125509987404
354,25.698088268464744
355,25.70371645443504
356,25.692846251199047
357,25.68633744288107
358,25.691488913212083
359,25.691488913212083
360,25.691488913212083
361,25.68305013471972
362,25.68881132274693
363,25.6783334347266
364,25.730454303871976
365,25.68872831922961
366,25.682125509987404
367,25.691488913212083
368,25.66181178749282
369,25.68975647975518
370,25.687497429078284
371,25.70039937431341
372,25.70064642956104
373,25.66528981974615
374,25.682125509987404
375,25.69879854731507
376,25.6783334347266
377,25.68305013471972
378,25.66528981974615
379,25.74875177613332
380,25.68881132274693
381,25.691488913212083
382,25.69879854731507
383,25.682125509987404
384,25.693791835397416
385,25.9213432103381
386,25.68305013471972
387,25.691488913212083
388,25.66528981974615
389,25.6783334347266
390,25.679182620662473
391,25.682125509987404
392,25.68268843253919
393,25.711967344353596
394,25.668138857106275
395,25.669925941905348
396,25.69878309214391
397,25.687497429078284
398,25.683896164705985
399,25.689721836396096
400,25.687497429078284
401,25.691836746050768
402,25.683896164705985
403,25.68872831922961
404,25.683896164705985
405,25.239279427066773
406,25.711333354484374
407,25.683896164705985
408,25.68633744288107
409,25.679182620662473
410,25.687497429078284
411,25.692846251199047
